"CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn"
10,"No Complains",43,1,2878,72,20,40,"15-30","Pay as you go","active",25,222.75,"non-CHURN"
5,"No Complains",42,0,393,12,15,8,"30-45","Pay as you go","non-active",30,76.2,"CHURN"
0,"No Complains",33,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
1,"No Complains",41,1,2790,27,484,7,"30-45","Pay as you go","active",30,2048.68,"non-CHURN"
16,"No Complains",29,0,1005,31,17,9,"30-45","Pay as you go","non-active",30,109.44,"non-CHURN"
9,"Complains",36,4,7025,119,276,35,"30-45","contractual","active",30,1389.76,"non-CHURN"
0,"No Complains",29,0,6943,111,362,35,"15-30","Pay as you go","active",25,1946.43,"non-CHURN"
5,"No Complains",38,0,1638,44,0,2,"30-45","Pay as you go","non-active",30,67.28,"non-CHURN"
12,"No Complains",16,5,3453,55,52,34,"30-45","Pay as you go","active",30,348.32,"non-CHURN"
8,"Complains",36,0,2585,36,0,18,"30-45","Pay as you go","non-active",30,104.84,"CHURN"
15,"No Complains",39,0,4388,66,7,33,"<15","Pay as you go","active",15,283.47,"non-CHURN"
2,"No Complains",17,0,1580,20,0,10,"15-30","Pay as you go","active",25,72,"non-CHURN"
0,"No Complains",36,0,1540,46,42,23,"30-45","Pay as you go","non-active",30,231.44,"non-CHURN"
6,"No Complains",21,0,440,15,0,1,"15-30","Pay as you go","non-active",25,20.475,"non-CHURN"
0,"No Complains",20,0,0,0,4,0,"45-60","Pay as you go","non-active",45,10,"non-CHURN"
0,"No Complains",38,0,1793,48,0,18,"<15","Pay as you go","active",15,101.255,"non-CHURN"
14,"No Complains",42,2,6283,104,19,16,"30-45","Pay as you go","active",30,331.48,"non-CHURN"
9,"No Complains",43,0,1195,28,31,15,"30-45","Pay as you go","non-active",30,172.92,"non-CHURN"
0,"No Complains",9,0,3790,30,194,23,"30-45","Pay as you go","active",30,928.8,"non-CHURN"
5,"No Complains",38,0,933,13,16,6,"45-60","Pay as you go","non-active",45,63.65,"CHURN"
4,"No Complains",31,1,1270,40,201,15,"15-30","contractual","active",25,963.45,"non-CHURN"
5,"No Complains",31,2,1395,38,203,15,"15-30","contractual","active",25,977.985,"non-CHURN"
9,"No Complains",23,1,2180,40,46,21,"30-45","Pay as you go","active",30,272.8,"non-CHURN"
8,"No Complains",40,0,4220,79,7,12,"30-45","Pay as you go","active",30,199.96,"non-CHURN"
14,"No Complains",41,2,3408,75,17,35,"15-30","Pay as you go","active",25,233.235,"non-CHURN"
5,"No Complains",37,0,835,12,9,5,"30-45","Pay as you go","non-active",30,69.88,"non-CHURN"
3,"No Complains",36,0,4065,65,0,15,"15-30","Pay as you go","active",25,185.85,"non-CHURN"
6,"No Complains",32,1,2825,49,167,19,"15-30","Pay as you go","active",25,880.83,"non-CHURN"
18,"No Complains",40,2,4270,89,48,33,"30-45","Pay as you go","active",30,366.36,"non-CHURN"
5,"No Complains",28,0,1130,16,28,5,"45-60","Pay as you go","non-active",45,98.65,"non-CHURN"
0,"No Complains",37,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
9,"No Complains",21,0,1145,30,9,9,"15-30","Pay as you go","active",25,93.375,"non-CHURN"
9,"No Complains",30,3,1735,48,232,17,"30-45","contractual","active",30,999.32,"non-CHURN"
6,"No Complains",36,1,3145,28,7,16,"30-45","Pay as you go","active",30,154.92,"non-CHURN"
12,"No Complains",29,0,405,21,7,2,"30-45","Pay as you go","non-active",30,45.04,"non-CHURN"
0,"No Complains",36,0,0,0,0,0,"60-75","Pay as you go","active",55,0,"non-CHURN"
0,"No Complains",26,0,3100,63,12,26,"30-45","Pay as you go","active",30,174.52,"non-CHURN"
9,"No Complains",28,1,1505,36,168,9,"15-30","contractual","active",25,825.345,"non-CHURN"
10,"No Complains",42,1,7993,141,402,50,"30-45","Pay as you go","active",30,1933.36,"non-CHURN"
0,"No Complains",36,0,1865,32,269,13,"30-45","Pay as you go","active",30,1151.88,"non-CHURN"
9,"No Complains",27,0,510,24,1,4,"15-30","Pay as you go","non-active",25,28.53,"non-CHURN"
4,"No Complains",36,0,3280,75,16,23,"15-30","Pay as you go","active",25,222.975,"non-CHURN"
7,"No Complains",37,0,13658,163,0,40,"30-45","Pay as you go","active",30,552.84,"non-CHURN"
2,"No Complains",18,0,1695,26,28,14,"15-30","Pay as you go","active",25,203.445,"non-CHURN"
17,"No Complains",39,2,3795,70,190,25,"15-30","Pay as you go","active",25,1028.925,"non-CHURN"
11,"No Complains",28,0,815,31,42,11,"30-45","Pay as you go","non-active",30,201.84,"non-CHURN"
14,"Complains",37,0,3295,47,16,18,"30-45","Pay as you go","non-active",30,197.68,"CHURN"
11,"No Complains",28,6,9870,77,0,34,"45-60","contractual","active",45,248.675,"non-CHURN"
0,"No Complains",27,0,940,16,53,7,"45-60","Pay as you go","non-active",45,156.4,"non-CHURN"
4,"Complains",30,0,2008,34,19,25,"30-45","Pay as you go","non-active",30,157.68,"CHURN"
23,"Complains",33,0,955,47,16,17,"15-30","Pay as you go","non-active",25,117.09,"CHURN"
0,"No Complains",35,0,2675,15,444,2,"30-45","Pay as you go","active",30,1883.6,"non-CHURN"
5,"No Complains",42,0,888,17,24,10,"45-60","Pay as you go","non-active",45,82.625,"CHURN"
8,"No Complains",24,2,2080,34,45,20,"30-45","Pay as you go","active",30,264.56,"non-CHURN"
30,"No Complains",41,5,15560,237,93,38,"30-45","Pay as you go","active",30,1003.88,"non-CHURN"
2,"No Complains",31,0,825,16,29,4,"45-60","Pay as you go","non-active",45,93.525,"non-CHURN"
10,"No Complains",44,2,2745,47,302,24,"45-60","Pay as you go","active",45,824.8,"non-CHURN"
3,"No Complains",36,0,1858,26,9,9,"30-45","Pay as you go","active",30,111.36,"non-CHURN"
16,"No Complains",13,1,9158,175,70,38,"60-75","Pay as you go","active",55,244.995,"non-CHURN"
6,"No Complains",11,2,2852,39,23,18,"30-45","Pay as you go","active",30,207.64,"non-CHURN"
5,"No Complains",40,0,2065,35,271,5,"30-45","Pay as you go","active",30,1168,"non-CHURN"
7,"No Complains",42,0,13728,173,8,48,"30-45","Pay as you go","active",30,588.04,"non-CHURN"
5,"No Complains",40,0,2098,54,7,20,"15-30","Pay as you go","active",25,128.34,"non-CHURN"
4,"No Complains",36,1,2955,27,0,13,"30-45","Pay as you go","active",30,119.28,"non-CHURN"
8,"Complains",34,0,5513,92,19,22,"15-30","Pay as you go","active",25,337.725,"CHURN"
18,"No Complains",34,0,1005,37,25,10,"30-45","Pay as you go","non-active",30,141.68,"non-CHURN"
20,"No Complains",29,0,1605,41,38,24,"30-45","Pay as you go","non-active",30,217.84,"non-CHURN"
18,"Complains",27,0,695,37,1,11,"15-30","Pay as you go","non-active",25,37.44,"CHURN"
11,"Complains",13,3,1853,28,12,11,"30-45","Pay as you go","active",30,123.24,"CHURN"
3,"No Complains",38,1,7623,133,416,47,"30-45","Pay as you go","active",30,1974.24,"non-CHURN"
7,"No Complains",39,0,495,7,16,5,"15-30","Pay as you go","non-active",25,94.59,"CHURN"
0,"No Complains",26,0,605,25,168,11,"15-30","contractual","active",25,784.35,"non-CHURN"
14,"Complains",41,0,2658,66,47,23,"45-60","Pay as you go","non-active",45,185.6,"non-CHURN"
0,"No Complains",30,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
4,"No Complains",26,0,1425,20,42,18,"45-60","Pay as you go","non-active",45,141.125,"non-CHURN"
0,"No Complains",19,0,750,20,171,3,"15-30","contractual","active",25,804.15,"non-CHURN"
27,"Complains",33,0,1555,57,37,32,"30-45","Pay as you go","non-active",30,212.48,"CHURN"
11,"No Complains",37,2,8870,118,142,43,"30-45","Pay as you go","active",30,927.52,"non-CHURN"
0,"No Complains",28,0,6300,83,0,15,"45-60","Pay as you go","active",45,159.575,"non-CHURN"
9,"No Complains",38,1,8218,138,392,43,"30-45","Pay as you go","active",30,1902.24,"non-CHURN"
2,"No Complains",38,1,2905,26,474,5,"30-45","Pay as you go","active",30,2013.24,"non-CHURN"
16,"No Complains",40,0,2733,61,24,22,"30-45","Pay as you go","non-active",30,207.76,"non-CHURN"
32,"No Complains",43,4,15625,239,72,39,"30-45","Pay as you go","active",30,922.56,"non-CHURN"
10,"No Complains",42,0,2318,56,18,21,"30-45","Pay as you go","non-active",30,166.96,"non-CHURN"
0,"No Complains",34,0,0,0,0,0,"60-75","Pay as you go","active",55,0,"non-CHURN"
0,"No Complains",30,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"non-CHURN"
14,"No Complains",38,2,7428,86,116,37,"15-30","Pay as you go","active",25,860.13,"non-CHURN"
0,"No Complains",32,0,2780,19,0,12,"30-45","Pay as you go","active",30,111.96,"non-CHURN"
14,"No Complains",39,1,8820,117,130,30,"30-45","Pay as you go","active",30,877.48,"non-CHURN"
18,"No Complains",43,3,9375,131,159,49,"30-45","Pay as you go","active",30,1016.24,"non-CHURN"
3,"No Complains",36,0,6385,80,154,22,"30-45","Pay as you go","active",30,874.6,"non-CHURN"
0,"No Complains",32,0,2725,17,2,15,"30-45","Pay as you go","active",30,117.68,"non-CHURN"
6,"No Complains",32,2,6910,95,10,19,"60-75","Pay as you go","active",55,120.075,"non-CHURN"
0,"No Complains",27,0,700,12,25,6,"45-60","Pay as you go","non-active",45,80.3,"non-CHURN"
17,"No Complains",41,2,6933,112,22,14,"30-45","Pay as you go","active",30,369.8,"non-CHURN"
0,"No Complains",42,0,13,5,8,3,"30-45","Pay as you go","non-active",30,32.72,"non-CHURN"
8,"No Complains",41,0,6098,103,18,17,"30-45","Pay as you go","active",30,320.04,"non-CHURN"
23,"No Complains",44,3,6383,114,48,32,"30-45","Pay as you go","active",30,451.88,"non-CHURN"
8,"Complains",31,0,2910,39,0,12,"30-45","Pay as you go","non-active",30,117.96,"CHURN"
7,"No Complains",43,0,438,14,15,5,"30-45","Pay as you go","non-active",30,78.08,"CHURN"
9,"No Complains",36,0,2375,55,46,20,"30-45","Pay as you go","non-active",30,281.2,"non-CHURN"
0,"No Complains",17,0,660,16,0,5,"15-30","Pay as you go","active",25,30.42,"non-CHURN"
0,"No Complains",36,1,6480,97,15,21,"60-75","Pay as you go","active",55,121.155,"non-CHURN"
12,"Complains",11,4,2393,35,28,24,"30-45","Pay as you go","active",30,209.12,"CHURN"
3,"No Complains",37,0,3020,30,11,19,"30-45","Pay as you go","active",30,166,"non-CHURN"
7,"No Complains",12,0,8513,159,34,34,"45-60","Pay as you go","active",45,301.8,"non-CHURN"
7,"No Complains",36,1,8405,110,119,43,"30-45","Pay as you go","active",30,816.6,"non-CHURN"
6,"No Complains",42,0,5873,99,15,16,"30-45","Pay as you go","active",30,298.88,"non-CHURN"
7,"No Complains",36,0,11350,148,0,43,"30-45","Pay as you go","active",30,459.92,"non-CHURN"
3,"No Complains",22,1,1775,28,38,18,"15-30","Pay as you go","active",25,252.135,"non-CHURN"
0,"No Complains",33,0,2703,65,0,26,"15-30","Pay as you go","active",25,124.56,"non-CHURN"
0,"No Complains",40,1,2870,23,486,10,"30-45","Pay as you go","active",30,2059.72,"non-CHURN"
0,"No Complains",34,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"non-CHURN"
32,"No Complains",33,4,16570,245,16,85,"15-30","contractual","active",25,828.675,"non-CHURN"
0,"No Complains",38,0,470,9,0,13,"15-30","Pay as you go","non-active",25,21.555,"non-CHURN"
11,"No Complains",37,0,15675,183,159,33,"15-30","Pay as you go","active",25,1429.11,"non-CHURN"
6,"No Complains",43,0,385,8,17,6,"15-30","Pay as you go","non-active",25,94.185,"CHURN"
0,"No Complains",43,0,273,9,15,8,"15-30","Pay as you go","non-active",25,80.19,"non-CHURN"
11,"Complains",38,0,3170,49,20,21,"30-45","Pay as you go","non-active",30,208.76,"CHURN"
4,"No Complains",38,0,11340,156,15,50,"30-45","Pay as you go","active",30,519.84,"non-CHURN"
0,"No Complains",7,0,4330,37,210,8,"30-45","Pay as you go","active",30,1014.68,"non-CHURN"
16,"No Complains",17,1,6393,141,85,42,"15-30","contractual","active",25,676.53,"non-CHURN"
1,"No Complains",30,1,6605,89,3,17,"60-75","Pay as you go","active",55,104.91,"non-CHURN"
20,"No Complains",42,3,9600,135,162,50,"30-45","Pay as you go","active",30,1037.4,"non-CHURN"
13,"No Complains",40,1,4675,77,12,19,"30-45","Pay as you go","active",30,238.08,"non-CHURN"
14,"No Complains",36,3,7800,114,29,24,"60-75","Pay as you go","active",55,162.21,"non-CHURN"
0,"No Complains",33,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"non-CHURN"
1,"No Complains",28,0,6785,91,6,21,"45-60","Pay as you go","active",45,186.9,"non-CHURN"
5,"No Complains",34,1,3075,57,189,36,"15-30","Pay as you go","active",25,991.44,"non-CHURN"
0,"No Complains",29,0,2840,16,0,13,"30-45","Pay as you go","active",30,114.24,"non-CHURN"
2,"No Complains",15,2,2142,34,6,19,"30-45","Pay as you go","active",30,111.04,"non-CHURN"
2,"No Complains",38,1,2920,24,10,18,"30-45","Pay as you go","active",30,157.76,"non-CHURN"
5,"No Complains",35,3,6560,111,253,35,"15-30","contractual","active",25,1438.695,"non-CHURN"
22,"No Complains",41,3,14835,225,55,31,"30-45","Pay as you go","active",30,822.4,"non-CHURN"
8,"No Complains",44,0,1095,22,30,14,"30-45","Pay as you go","non-active",30,164.68,"non-CHURN"
7,"No Complains",41,2,823,18,22,9,"60-75","Pay as you go","active",55,45.615,"non-CHURN"
16,"No Complains",16,0,6278,135,53,38,"<15","contractual","active",15,644.215,"non-CHURN"
1,"No Complains",33,0,3885,57,0,10,"15-30","Pay as you go","active",25,177.39,"non-CHURN"
9,"No Complains",29,2,1620,42,200,13,"30-45","contractual","active",30,866.48,"non-CHURN"
0,"No Complains",32,0,0,0,0,0,"60-75","Pay as you go","active",55,0,"non-CHURN"
0,"No Complains",7,0,4085,34,208,8,"30-45","Pay as you go","active",30,996.76,"non-CHURN"
2,"No Complains",5,0,1408,17,0,3,"30-45","Pay as you go","active",30,57,"CHURN"
4,"No Complains",41,1,3718,88,10,29,"30-45","Pay as you go","active",30,192.24,"non-CHURN"
6,"No Complains",36,2,6625,84,182,23,"30-45","Pay as you go","active",30,996.36,"non-CHURN"
0,"No Complains",31,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
0,"No Complains",36,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",20,0,1308,29,15,62,"45-60","Pay as you go","active",45,70.925,"non-CHURN"
0,"No Complains",30,0,2395,45,158,17,"15-30","Pay as you go","active",25,820.8,"non-CHURN"
5,"No Complains",39,0,6205,82,172,13,"30-45","Pay as you go","active",30,939.48,"non-CHURN"
18,"No Complains",39,3,16390,198,178,47,"15-30","Pay as you go","active",25,1547.46,"non-CHURN"
5,"No Complains",23,1,1360,32,185,7,"15-30","contractual","active",25,895.14,"non-CHURN"
0,"No Complains",34,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
0,"No Complains",26,0,825,10,21,3,"45-60","Pay as you go","non-active",45,73.375,"non-CHURN"
4,"No Complains",33,0,5918,89,0,11,"15-30","Pay as you go","active",25,270.315,"non-CHURN"
13,"No Complains",32,6,10070,84,0,38,"45-60","Pay as you go","active",45,253.85,"non-CHURN"
0,"No Complains",24,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,"non-CHURN"
13,"No Complains",37,2,5933,104,58,28,"30-45","Pay as you go","active",30,473.48,"non-CHURN"
0,"No Complains",38,0,465,11,11,8,"15-30","Pay as you go","active",25,70.92,"non-CHURN"
0,"No Complains",33,0,510,5,0,7,"15-30","Pay as you go","non-active",25,23.175,"non-CHURN"
2,"No Complains",26,0,1323,36,28,68,"45-60","Pay as you go","active",45,103.975,"non-CHURN"
27,"No Complains",37,9,11145,104,9,42,"60-75","contractual","active",55,182.235,"non-CHURN"
18,"No Complains",17,1,6638,144,87,42,"15-30","contractual","active",25,696.69,"non-CHURN"
8,"No Complains",28,0,575,27,14,10,"15-30","Pay as you go","non-active",25,90.09,"non-CHURN"
0,"Complains",28,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"CHURN"
22,"No Complains",36,2,15025,220,56,33,"30-45","Pay as you go","active",30,833.8,"non-CHURN"
5,"No Complains",36,1,305,6,7,2,"60-75","Pay as you go","active",55,15.165,"non-CHURN"
4,"No Complains",33,0,1973,25,0,7,"30-45","Pay as you go","active",30,79.92,"non-CHURN"
0,"No Complains",34,0,5485,69,154,24,"30-45","Pay as you go","active",30,838.16,"non-CHURN"
0,"No Complains",29,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
1,"No Complains",32,0,4130,75,0,19,"30-45","Pay as you go","active",30,168.2,"non-CHURN"
1,"No Complains",38,0,723,10,8,2,"15-30","Pay as you go","non-active",25,68.985,"non-CHURN"
0,"No Complains",31,0,5880,81,0,5,"45-60","Pay as you go","active",45,149.025,"non-CHURN"
19,"No Complains",35,0,730,43,19,19,"15-30","Pay as you go","non-active",25,120.285,"CHURN"
1,"No Complains",14,0,1615,24,18,10,"15-30","Pay as you go","active",25,154.755,"non-CHURN"
21,"Complains",28,0,955,41,8,16,"15-30","Pay as you go","non-active",25,80.82,"CHURN"
5,"No Complains",39,0,1180,20,7,13,"15-30","Pay as you go","non-active",25,85.5,"non-CHURN"
0,"No Complains",32,0,7023,113,366,36,"15-30","Pay as you go","active",25,1968.12,"non-CHURN"
19,"No Complains",40,3,5103,82,29,52,"<15","Pay as you go","active",15,444.675,"non-CHURN"
2,"No Complains",36,0,818,8,18,7,"45-60","Pay as you go","non-active",45,65.65,"CHURN"
0,"No Complains",36,0,1423,22,0,6,"30-45","Pay as you go","active",30,57.8,"non-CHURN"
5,"No Complains",39,0,305,6,7,2,"15-30","Pay as you go","non-active",25,45.495,"CHURN"
5,"No Complains",33,1,6975,98,23,25,"60-75","Pay as you go","active",55,140.595,"non-CHURN"
26,"No Complains",38,9,10740,99,8,44,"60-75","Pay as you go","active",55,174.585,"non-CHURN"
0,"No Complains",13,1,1837,28,0,17,"30-45","Pay as you go","active",30,74.6,"non-CHURN"
6,"No Complains",41,0,2540,47,296,23,"30-45","Pay as you go","active",30,1287.48,"non-CHURN"
10,"No Complains",15,0,8742,170,64,37,"45-60","Pay as you go","active",45,382.8,"non-CHURN"
5,"Complains",38,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,"CHURN"
13,"No Complains",40,1,4675,77,12,19,"30-45","Pay as you go","active",30,238.08,"non-CHURN"
8,"No Complains",34,0,8695,109,105,37,"30-45","Pay as you go","active",30,772.16,"non-CHURN"
8,"No Complains",39,1,7813,133,391,45,"30-45","Pay as you go","active",30,1881.84,"non-CHURN"
12,"No Complains",19,1,6168,137,88,44,"<15","contractual","active",15,830.775,"non-CHURN"
8,"No Complains",36,0,2970,54,184,26,"15-30","Pay as you go","active",25,964.08,"non-CHURN"
0,"No Complains",19,0,1263,27,15,65,"45-60","Pay as you go","active",45,69.75,"non-CHURN"
5,"No Complains",30,2,6885,114,261,29,"15-30","contractual","active",25,1489.455,"non-CHURN"
5,"No Complains",34,1,3085,25,7,14,"30-45","Pay as you go","active",30,152.4,"non-CHURN"
3,"No Complains",39,1,2690,22,465,10,"30-45","Pay as you go","active",30,1968.48,"non-CHURN"
0,"No Complains",37,0,520,14,38,10,"30-45","Pay as you go","non-active",30,173.36,"non-CHURN"
11,"Complains",36,1,5573,95,24,24,"15-30","Pay as you go","active",25,363.06,"CHURN"
0,"No Complains",21,0,930,28,176,5,"15-30","contractual","active",25,835.11,"non-CHURN"
14,"No Complains",34,7,9940,86,0,37,"45-60","Pay as you go","active",45,250.65,"non-CHURN"
7,"No Complains",38,0,2485,49,161,10,"15-30","Pay as you go","active",25,838.53,"non-CHURN"
9,"No Complains",38,0,13963,170,9,47,"30-45","Pay as you go","active",30,601.32,"non-CHURN"
0,"No Complains",7,0,4085,34,208,8,"30-45","Pay as you go","active",30,996.76,"non-CHURN"
22,"No Complains",38,4,6723,114,54,41,"30-45","Pay as you go","active",30,489.48,"non-CHURN"
12,"No Complains",40,0,3480,78,18,15,"30-45","Pay as you go","active",30,214.32,"non-CHURN"
0,"No Complains",21,0,0,0,3,0,"45-60","Pay as you go","non-active",45,7.5,"non-CHURN"
9,"No Complains",15,0,5897,134,69,37,"<15","contractual","active",15,711.205,"non-CHURN"
0,"No Complains",38,0,115,6,32,4,"15-30","Pay as you go","non-active",25,149.445,"CHURN"
0,"No Complains",36,0,3465,55,0,10,"15-30","Pay as you go","active",25,158.4,"non-CHURN"
5,"No Complains",24,0,305,6,18,2,"45-60","Pay as you go","non-active",45,52.775,"non-CHURN"
9,"No Complains",40,2,3400,33,490,10,"30-45","Pay as you go","active",30,2097.32,"non-CHURN"
5,"No Complains",37,1,6745,89,188,26,"30-45","Pay as you go","active",30,1025.36,"non-CHURN"
1,"No Complains",34,1,6320,78,175,21,"30-45","Pay as you go","active",30,955.92,"non-CHURN"
6,"No Complains",32,1,8630,107,126,36,"30-45","Pay as you go","active",30,853.48,"non-CHURN"
1,"No Complains",33,1,6540,94,12,22,"45-60","Pay as you go","active",45,195.85,"non-CHURN"
18,"No Complains",37,1,6008,98,7,22,"15-30","Pay as you go","active",25,306.27,"CHURN"
8,"No Complains",42,0,4325,75,13,21,"30-45","Pay as you go","active",30,228,"non-CHURN"
8,"No Complains",42,2,4103,90,19,34,"30-45","Pay as you go","active",30,243.72,"non-CHURN"
4,"No Complains",36,0,13713,166,0,42,"30-45","Pay as you go","active",30,555.16,"non-CHURN"
0,"No Complains",33,0,2610,13,465,1,"30-45","Pay as you go","active",30,1964.92,"non-CHURN"
0,"No Complains",35,0,14580,166,122,13,"15-30","Pay as you go","active",25,1212.57,"non-CHURN"
11,"No Complains",13,3,3157,45,30,20,"30-45","Pay as you go","active",30,248.08,"non-CHURN"
28,"No Complains",40,4,15200,228,59,34,"30-45","Pay as you go","active",30,853.12,"non-CHURN"
12,"Complains",32,0,3295,41,8,17,"30-45","Pay as you go","non-active",30,165.44,"CHURN"
7,"No Complains",28,1,1628,42,35,70,"45-60","Pay as you go","active",45,129.25,"non-CHURN"
9,"No Complains",24,0,520,17,0,2,"15-30","Pay as you go","non-active",25,24.165,"non-CHURN"
7,"No Complains",44,0,305,12,15,3,"30-45","Pay as you go","non-active",30,72.68,"CHURN"
17,"No Complains",43,1,4683,80,19,42,"<15","Pay as you go","active",15,366.465,"non-CHURN"
5,"No Complains",34,1,3140,23,475,4,"30-45","Pay as you go","active",30,2026.52,"non-CHURN"
9,"Complains",36,0,2268,44,34,31,"30-45","Pay as you go","non-active",30,228.48,"CHURN"
8,"No Complains",43,1,7768,137,399,49,"30-45","Pay as you go","active",30,1912.2,"non-CHURN"
4,"No Complains",36,0,3908,83,11,31,"15-30","Pay as you go","active",25,229.095,"non-CHURN"
9,"No Complains",44,2,2778,66,19,39,"15-30","Pay as you go","active",25,213.48,"non-CHURN"
17,"No Complains",34,1,6043,102,23,22,"15-30","Pay as you go","active",25,380.025,"non-CHURN"
0,"No Complains",32,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
12,"No Complains",42,2,3165,61,192,29,"15-30","Pay as you go","active",25,1009.17,"non-CHURN"
20,"No Complains",25,2,15815,228,0,74,"15-30","Pay as you go","active",25,721.935,"non-CHURN"
0,"No Complains",20,0,1470,22,31,16,"15-30","Pay as you go","active",25,206.64,"non-CHURN"
10,"No Complains",35,1,9000,116,146,44,"30-45","Pay as you go","active",30,948.64,"non-CHURN"
9,"No Complains",33,0,2373,58,349,20,"15-30","Pay as you go","active",25,1679.895,"non-CHURN"
13,"No Complains",44,2,14158,177,17,50,"30-45","Pay as you go","active",30,641.4,"non-CHURN"
10,"No Complains",23,0,620,23,0,3,"15-30","Pay as you go","non-active",25,28.935,"non-CHURN"
0,"No Complains",32,0,2710,19,466,2,"30-45","Pay as you go","active",30,1973.16,"non-CHURN"
0,"Complains",27,0,2425,25,0,8,"15-30","Pay as you go","non-active",25,110.25,"CHURN"
4,"No Complains",40,0,4145,67,8,19,"15-30","Pay as you go","active",25,225.54,"non-CHURN"
0,"No Complains",32,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
5,"No Complains",37,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,"non-CHURN"
15,"No Complains",30,6,10050,85,0,36,"45-60","Pay as you go","active",45,253.375,"non-CHURN"
4,"No Complains",42,1,3050,31,491,12,"30-45","Pay as you go","active",30,2087.24,"non-CHURN"
3,"No Complains",39,1,2508,64,34,37,"15-30","Pay as you go","active",25,268.74,"non-CHURN"
12,"No Complains",39,2,11770,160,18,49,"45-60","Pay as you go","active",45,343.25,"non-CHURN"
1,"No Complains",21,0,3145,59,0,19,"30-45","Pay as you go","active",30,128.16,"non-CHURN"
26,"No Complains",40,2,14845,221,40,19,"30-45","Pay as you go","active",30,762.64,"non-CHURN"
5,"No Complains",41,0,623,11,14,6,"30-45","Pay as you go","non-active",30,81.36,"non-CHURN"
9,"No Complains",25,2,2000,38,43,17,"30-45","Pay as you go","active",30,253.52,"non-CHURN"
0,"Complains",34,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,"CHURN"
23,"Complains",33,0,955,47,16,17,"15-30","Pay as you go","non-active",25,117.09,"CHURN"
0,"No Complains",30,0,3458,72,0,22,"15-30","Pay as you go","active",25,158.85,"non-CHURN"
12,"No Complains",35,3,9410,125,158,56,"30-45","Pay as you go","active",30,1013.4,"non-CHURN"
6,"No Complains",36,1,14068,173,14,57,"30-45","Pay as you go","active",30,625.64,"non-CHURN"
13,"No Complains",27,0,890,26,19,10,"15-30","Pay as you go","non-active",25,126.72,"non-CHURN"
5,"No Complains",37,1,7753,130,386,43,"30-45","Pay as you go","active",30,1859.32,"non-CHURN"
0,"No Complains",35,0,0,0,2,0,"15-30","Pay as you go","non-active",25,9,"CHURN"
7,"No Complains",34,1,13818,165,7,40,"30-45","Pay as you go","active",30,587.32,"non-CHURN"
11,"No Complains",43,1,2845,53,303,25,"30-45","Pay as you go","active",30,1327.92,"non-CHURN"
5,"No Complains",32,1,3065,26,7,12,"30-45","Pay as you go","active",30,151.64,"non-CHURN"
14,"No Complains",22,5,3238,53,48,25,"30-45","contractual","active",30,323.64,"non-CHURN"
0,"No Complains",29,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"non-CHURN"
0,"No Complains",27,0,2535,10,0,11,"30-45","Pay as you go","active",30,101.8,"non-CHURN"
8,"No Complains",33,0,5398,86,0,18,"15-30","Pay as you go","active",25,246.78,"CHURN"
0,"No Complains",32,0,1975,24,0,14,"15-30","Pay as you go","non-active",25,89.955,"CHURN"
13,"No Complains",44,3,4900,91,19,31,"30-45","Pay as you go","active",30,275.64,"non-CHURN"
18,"No Complains",29,2,15580,231,0,75,"15-30","Pay as you go","active",25,711.495,"non-CHURN"
5,"No Complains",40,1,770,17,18,10,"30-45","Pay as you go","active",30,103.48,"non-CHURN"
5,"No Complains",34,1,2438,54,7,29,"<15","Pay as you go","active",15,175.56,"non-CHURN"
25,"No Complains",42,3,15095,229,62,36,"30-45","Pay as you go","active",30,860.96,"non-CHURN"
0,"No Complains",32,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
1,"No Complains",34,0,2840,22,0,14,"30-45","Pay as you go","active",30,114.48,"non-CHURN"
10,"No Complains",25,0,1225,32,19,13,"15-30","Pay as you go","active",25,142.065,"non-CHURN"
2,"No Complains",41,0,628,13,17,5,"45-60","Pay as you go","non-active",45,58.525,"CHURN"
