"CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn"
21,"No Complains",32,8,10480,89,7,38,"60-75","Pay as you go","active",55,169.035,"non-CHURN"
13,"No Complains",32,1,5863,94,18,20,"15-30","Pay as you go","active",25,349.065,"CHURN"
5,"No Complains",30,1,2885,18,7,10,"30-45","Pay as you go","active",30,144.12,"non-CHURN"
9,"No Complains",31,0,3035,37,7,12,"30-45","Pay as you go","non-active",30,150.88,"CHURN"
9,"Complains",32,0,2313,40,26,27,"30-45","Pay as you go","non-active",30,198.12,"CHURN"
5,"No Complains",32,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,"CHURN"
5,"No Complains",32,1,305,6,7,2,"30-45","Pay as you go","active",30,40.44,"non-CHURN"
5,"No Complains",29,1,6830,93,7,18,"60-75","Pay as you go","active",55,114.345,"non-CHURN"
5,"No Complains",32,0,305,6,7,2,"45-60","Pay as you go","non-active",45,25.275,"CHURN"
5,"No Complains",32,1,305,6,7,2,"60-75","Pay as you go","active",55,15.165,"CHURN"
25,"No Complains",27,3,16120,234,7,76,"15-30","Pay as you go","active",25,767.43,"non-CHURN"
6,"No Complains",30,3,7010,112,263,29,"15-30","contractual","active",25,1503.99,"non-CHURN"
5,"No Complains",32,1,3763,78,7,24,"15-30","Pay as you go","active",25,204.345,"non-CHURN"
5,"No Complains",31,0,1710,40,30,16,"30-45","Pay as you go","non-active",30,190,"non-CHURN"
6,"No Complains",32,1,2825,49,167,19,"15-30","Pay as you go","active",25,880.83,"non-CHURN"
5,"No Complains",23,1,1360,32,185,7,"15-30","contractual","active",25,895.14,"non-CHURN"
5,"No Complains",22,1,1613,35,22,64,"45-60","Pay as you go","active",45,96.2,"non-CHURN"
11,"No Complains",23,0,745,21,7,3,"15-30","Pay as you go","non-active",25,65.97,"non-CHURN"
5,"No Complains",22,0,305,6,13,2,"45-60","Pay as you go","non-active",45,40.275,"non-CHURN"
10,"No Complains",21,1,1270,28,11,9,"15-30","Pay as you go","active",25,107.91,"non-CHURN"
5,"No Complains",21,1,3270,57,7,19,"30-45","Pay as you go","active",30,161.08,"non-CHURN"
5,"No Complains",14,1,1740,22,20,10,"15-30","Pay as you go","active",25,169.29,"non-CHURN"
16,"No Complains",13,1,6438,137,77,38,"15-30","contractual","active",25,642.375,"non-CHURN"
12,"No Complains",11,1,8978,167,65,36,"45-60","Pay as you go","active",45,391.125,"non-CHURN"
8,"No Complains",12,3,2898,41,23,15,"30-45","Pay as you go","active",30,209.56,"non-CHURN"
5,"No Complains",5,1,4435,36,207,6,"30-45","Pay as you go","active",30,1006.84,"non-CHURN"
5,"Complains",5,0,1533,15,7,3,"30-45","Pay as you go","active",30,89.92,"CHURN"
15,"No Complains",43,1,4855,85,23,24,"30-45","Pay as you go","active",30,289.6,"non-CHURN"
7,"No Complains",44,0,803,19,25,11,"30-45","Pay as you go","non-active",30,132.88,"non-CHURN"
17,"No Complains",42,1,2938,74,377,31,"30-45","Pay as you go","active",30,1628.48,"non-CHURN"
17,"No Complains",43,1,4683,80,19,42,"<15","Pay as you go","active",15,366.465,"non-CHURN"
10,"No Complains",43,1,2878,72,20,40,"15-30","Pay as you go","active",25,222.75,"non-CHURN"
18,"No Complains",43,2,4260,96,50,35,"30-45","Pay as you go","active",30,374.24,"non-CHURN"
11,"No Complains",43,1,2845,53,303,25,"30-45","Pay as you go","active",30,1327.92,"non-CHURN"
20,"No Complains",42,3,9600,135,162,50,"30-45","Pay as you go","active",30,1037.4,"non-CHURN"
14,"No Complains",43,1,14258,183,18,51,"30-45","Pay as you go","active",30,649.64,"non-CHURN"
14,"No Complains",43,2,5000,97,20,32,"30-45","Pay as you go","active",30,283.88,"non-CHURN"
13,"No Complains",43,1,6403,109,25,19,"30-45","Pay as you go","active",30,360.48,"non-CHURN"
16,"Complains",43,0,2723,68,26,24,"30-45","Pay as you go","non-active",30,215.64,"non-CHURN"
32,"No Complains",43,4,15625,239,72,39,"30-45","Pay as you go","active",30,922.56,"non-CHURN"
11,"No Complains",43,2,3580,41,501,15,"30-45","Pay as you go","active",30,2148.84,"non-CHURN"
16,"No Complains",42,1,15970,196,168,37,"15-30","Pay as you go","active",25,1483.47,"non-CHURN"
10,"No Complains",42,2,6985,100,204,33,"30-45","Pay as you go","active",30,1099.4,"non-CHURN"
7,"No Complains",42,0,1360,28,18,18,"15-30","Pay as you go","non-active",25,143.46,"non-CHURN"
9,"No Complains",43,0,1195,28,31,15,"30-45","Pay as you go","non-active",30,172.92,"non-CHURN"
7,"No Complains",42,0,485,14,18,7,"15-30","Pay as you go","non-active",25,103.455,"CHURN"
10,"No Complains",42,1,7993,141,402,50,"30-45","Pay as you go","active",30,1933.36,"non-CHURN"
14,"No Complains",42,2,11950,168,29,54,"45-60","Pay as you go","active",45,375.45,"non-CHURN"
15,"No Complains",42,2,7203,89,126,44,"15-30","Pay as you go","active",25,895.14,"non-CHURN"
30,"No Complains",38,0,1440,61,34,24,"30-45","Pay as you go","non-active",30,196.04,"CHURN"
28,"No Complains",41,9,10920,107,19,49,"60-75","contractual","active",55,193.905,"non-CHURN"
20,"No Complains",41,2,6303,112,44,31,"15-30","Pay as you go","active",25,486.675,"non-CHURN"
8,"No Complains",39,1,3325,36,18,21,"30-45","Pay as you go","active",30,206.44,"non-CHURN"
16,"Complains",40,0,3475,55,27,23,"30-45","Pay as you go","non-active",30,249.2,"CHURN"
16,"Complains",41,0,2753,58,52,38,"45-60","Pay as you go","non-active",45,200.275,"CHURN"
7,"Complains",41,0,618,16,18,9,"30-45","Pay as you go","non-active",30,97.36,"CHURN"
8,"No Complains",41,1,2153,39,18,13,"45-60","Pay as you go","active",45,99.8,"non-CHURN"
10,"No Complains",38,2,7270,111,32,29,"60-75","Pay as you go","active",55,158.715,"non-CHURN"
7,"No Complains",41,0,1113,21,27,11,"45-60","Pay as you go","non-active",45,95.85,"CHURN"
7,"No Complains",41,2,823,18,22,9,"60-75","Pay as you go","active",55,45.615,"non-CHURN"
32,"Complains",36,4,16560,252,18,87,"15-30","contractual","active",25,837.54,"non-CHURN"
13,"No Complains",39,4,7450,130,289,40,"30-45","contractual","active",30,1459.2,"non-CHURN"
9,"No Complains",41,1,4203,96,20,35,"30-45","Pay as you go","active",30,251.96,"non-CHURN"
10,"No Complains",40,0,2150,58,56,27,"30-45","Pay as you go","non-active",30,312.32,"non-CHURN"
13,"No Complains",41,1,3265,67,193,30,"15-30","Pay as you go","active",25,1018.44,"non-CHURN"
11,"No Complains",32,2,1800,50,211,18,"30-45","contractual","active",30,918,"non-CHURN"
11,"No Complains",31,1,2053,53,48,75,"60-75","Pay as you go","active",55,103.59,"non-CHURN"
18,"No Complains",32,0,1185,39,28,14,"30-45","Pay as you go","non-active",30,160.96,"non-CHURN"
7,"No Complains",31,0,1310,24,39,10,"45-60","Pay as you go","non-active",45,130.85,"non-CHURN"
17,"No Complains",30,1,1710,46,37,20,"15-30","Pay as you go","active",25,245.52,"non-CHURN"
9,"No Complains",30,1,3710,75,26,30,"30-45","Pay as you go","active",30,255.4,"non-CHURN"
9,"No Complains",23,1,2180,40,46,21,"30-45","Pay as you go","active",30,272.8,"non-CHURN"
23,"No Complains",22,2,6878,155,103,49,"15-30","contractual","active",25,779.985,"non-CHURN"
19,"No Complains",20,1,9418,185,91,47,"60-75","Pay as you go","active",55,280.545,"non-CHURN"
15,"No Complains",21,4,3338,59,49,26,"30-45","Pay as you go","active",30,331.88,"non-CHURN"
9,"No Complains",14,2,4875,54,233,17,"30-45","Pay as you go","active",30,1129.16,"non-CHURN"
10,"No Complains",14,2,1973,33,18,14,"30-45","Pay as you go","active",30,152.24,"CHURN"
11,"No Complains",37,1,4495,69,7,14,"30-45","Pay as you go","active",30,210.56,"non-CHURN"
5,"No Complains",38,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,"non-CHURN"
13,"No Complains",36,1,2578,58,355,21,"30-45","Pay as you go","active",30,1525.44,"non-CHURN"
13,"No Complains",37,1,4323,64,7,32,"<15","Pay as you go","active",15,279.785,"non-CHURN"
6,"No Complains",37,1,2518,56,7,30,"15-30","Pay as you go","active",25,147.33,"non-CHURN"
14,"No Complains",37,2,3900,80,28,25,"30-45","Pay as you go","active",30,271.2,"non-CHURN"
7,"No Complains",37,1,2485,37,281,15,"30-45","Pay as you go","active",30,1224.88,"non-CHURN"
16,"No Complains",36,3,9240,119,140,40,"30-45","Pay as you go","active",30,934.36,"non-CHURN"
10,"No Complains",37,1,13898,167,7,41,"30-45","Pay as you go","active",30,590.6,"non-CHURN"
10,"No Complains",37,2,4640,81,7,22,"30-45","Pay as you go","active",30,216.84,"non-CHURN"
9,"No Complains",37,1,6043,93,7,9,"30-45","Pay as you go","active",30,273.44,"non-CHURN"
12,"No Complains",37,0,2363,52,7,14,"30-45","Pay as you go","non-active",30,124.6,"non-CHURN"
28,"No Complains",37,4,15265,223,50,29,"30-45","contractual","active",30,819.52,"non-CHURN"
7,"No Complains",37,2,3220,25,479,5,"30-45","Pay as you go","active",30,2045.8,"non-CHURN"
12,"No Complains",36,1,15610,180,146,27,"15-30","Pay as you go","active",25,1367.55,"non-CHURN"
6,"No Complains",36,2,6625,84,182,23,"30-45","Pay as you go","active",30,996.36,"non-CHURN"
5,"No Complains",36,0,1000,12,7,8,"15-30","Pay as you go","non-active",25,77.04,"non-CHURN"
5,"No Complains",37,0,835,12,9,5,"30-45","Pay as you go","non-active",30,69.88,"non-CHURN"
5,"No Complains",36,0,305,6,7,2,"15-30","Pay as you go","non-active",25,45.495,"CHURN"
6,"No Complains",36,1,7633,125,380,40,"30-45","Pay as you go","active",30,1830.32,"non-CHURN"
10,"No Complains",36,2,11590,152,7,44,"45-60","Pay as you go","active",45,311.05,"non-CHURN"
11,"No Complains",36,2,6843,73,104,34,"15-30","Pay as you go","active",25,779.22,"non-CHURN"
26,"Complains",32,0,1080,45,12,14,"30-45","Pay as you go","non-active",30,93,"CHURN"
24,"No Complains",35,9,10560,91,7,39,"60-75","Pay as you go","active",55,170.265,"non-CHURN"
16,"No Complains",35,2,5943,96,22,21,"15-30","Pay as you go","active",25,370.755,"CHURN"
5,"No Complains",33,1,2965,20,7,11,"30-45","Pay as you go","active",30,147.4,"non-CHURN"
12,"Complains",34,0,3115,39,7,13,"30-45","Pay as you go","non-active",30,154.16,"CHURN"
12,"No Complains",35,0,2393,42,30,28,"45-60","Pay as you go","non-active",45,135.875,"CHURN"
5,"Complains",35,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,"CHURN"
5,"No Complains",35,1,1793,23,7,3,"45-60","Pay as you go","active",45,62.9,"non-CHURN"
6,"No Complains",32,2,6910,95,10,19,"60-75","Pay as you go","active",55,120.075,"non-CHURN"
5,"No Complains",35,0,305,6,7,2,"45-60","Pay as you go","non-active",45,25.275,"CHURN"
5,"No Complains",35,1,305,6,7,2,"60-75","Pay as you go","active",55,15.165,"non-CHURN"
28,"No Complains",30,4,16200,236,7,77,"15-30","contractual","active",25,771.12,"non-CHURN"
9,"No Complains",33,4,7090,114,267,30,"30-45","contractual","active",30,1356.16,"non-CHURN"
5,"No Complains",35,1,3843,80,7,25,"30-45","Pay as you go","active",30,184.92,"non-CHURN"
6,"No Complains",34,0,1790,42,34,17,"30-45","Pay as you go","non-active",30,209.28,"non-CHURN"
9,"No Complains",35,1,2905,51,171,20,"15-30","Pay as you go","active",25,902.52,"non-CHURN"
7,"No Complains",26,2,1440,34,189,8,"30-45","contractual","active",30,814.96,"non-CHURN"
7,"No Complains",25,1,1693,37,26,65,"60-75","Pay as you go","active",55,64.95,"non-CHURN"
14,"No Complains",26,0,825,23,7,4,"30-45","Pay as you go","non-active",30,61.92,"non-CHURN"
5,"No Complains",25,0,305,6,17,2,"45-60","Pay as you go","non-active",45,50.275,"non-CHURN"
13,"No Complains",24,1,1350,30,15,10,"15-30","Pay as you go","active",25,129.6,"non-CHURN"
5,"No Complains",24,1,3350,59,7,20,"30-45","Pay as you go","active",30,164.36,"non-CHURN"
5,"No Complains",17,1,1820,24,24,11,"30-45","Pay as you go","active",30,169.76,"non-CHURN"
19,"No Complains",16,2,6518,139,81,39,"15-30","contractual","active",25,664.065,"non-CHURN"
15,"No Complains",14,1,9058,169,69,37,"60-75","Pay as you go","active",55,241.905,"non-CHURN"
11,"No Complains",15,4,2978,43,27,16,"30-45","Pay as you go","active",30,228.84,"non-CHURN"
5,"No Complains",8,2,4515,38,211,7,"30-45","Pay as you go","active",30,1026.12,"non-CHURN"
6,"Complains",8,2,1613,17,7,4,"30-45","Pay as you go","active",30,93.2,"CHURN"
17,"No Complains",40,3,5275,87,33,34,"30-45","Pay as you go","active",30,346.48,"non-CHURN"
9,"No Complains",41,0,1223,21,35,21,"30-45","Pay as you go","non-active",30,189.76,"non-CHURN"
19,"No Complains",39,3,3358,76,387,41,"30-45","Pay as you go","active",30,1685.36,"non-CHURN"
19,"No Complains",40,3,5103,82,29,52,"<15","Pay as you go","active",15,444.675,"non-CHURN"
12,"No Complains",40,3,3298,74,30,50,"15-30","Pay as you go","active",25,286.74,"non-CHURN"
20,"No Complains",40,4,4680,98,60,45,"30-45","Pay as you go","active",30,431.12,"non-CHURN"
13,"No Complains",40,3,3265,55,313,35,"45-60","Pay as you go","active",45,865.5,"non-CHURN"
22,"Complains",39,5,10020,137,172,60,"30-45","Pay as you go","active",30,1094.28,"non-CHURN"
16,"No Complains",40,3,14678,185,28,61,"30-45","Pay as you go","active",30,706.52,"non-CHURN"
16,"No Complains",40,4,5420,99,30,42,"30-45","Pay as you go","active",30,340.76,"non-CHURN"
15,"No Complains",40,3,6823,111,35,29,"30-45","Pay as you go","active",30,417.36,"non-CHURN"
18,"No Complains",40,0,3143,70,36,34,"30-45","Pay as you go","non-active",30,272.52,"non-CHURN"
34,"Complains",40,6,16045,241,82,49,"30-45","contractual","active",30,979.44,"non-CHURN"
13,"No Complains",40,4,4000,43,511,25,"45-60","Pay as you go","active",45,1378.575,"non-CHURN"
18,"No Complains",39,3,16390,198,178,47,"15-30","Pay as you go","active",25,1547.46,"non-CHURN"
12,"No Complains",39,4,7405,102,214,43,"30-45","Pay as you go","active",30,1156.28,"non-CHURN"
9,"No Complains",39,0,1780,30,28,28,"15-30","Pay as you go","non-active",25,207.45,"non-CHURN"
11,"No Complains",40,0,1615,30,41,25,"30-45","Pay as you go","non-active",30,229.8,"non-CHURN"
9,"Complains",39,0,905,16,28,17,"15-30","Pay as you go","non-active",25,167.445,"CHURN"
12,"No Complains",39,3,8413,143,412,60,"30-45","Pay as you go","active",30,1990.24,"non-CHURN"
16,"No Complains",39,4,12370,170,39,64,"45-60","Pay as you go","active",45,411,"non-CHURN"
17,"No Complains",39,4,7623,91,136,54,"15-30","contractual","active",25,959.13,"non-CHURN"
32,"Complains",35,0,1860,63,44,34,"30-45","Pay as you go","non-active",30,252.92,"CHURN"
30,"No Complains",38,1,11340,109,29,59,"60-75","Pay as you go","active",55,215.235,"non-CHURN"
22,"No Complains",38,4,6723,114,54,41,"30-45","Pay as you go","active",30,489.48,"non-CHURN"
10,"No Complains",36,3,3745,38,28,31,"30-45","Pay as you go","active",30,263.32,"non-CHURN"
18,"Complains",37,0,3895,57,37,33,"30-45","Pay as you go","non-active",30,306.08,"CHURN"
18,"No Complains",38,0,3173,60,62,48,"45-60","Pay as you go","non-active",45,235.825,"CHURN"
9,"No Complains",38,0,1038,18,28,19,"30-45","Pay as you go","non-active",30,154.24,"CHURN"
10,"No Complains",38,3,2573,41,28,23,"45-60","Pay as you go","active",45,135.35,"non-CHURN"
12,"No Complains",35,4,7690,113,42,39,"60-75","Pay as you go","active",55,180.045,"non-CHURN"
9,"No Complains",38,0,1533,23,37,21,"45-60","Pay as you go","non-active",45,131.4,"CHURN"
9,"No Complains",38,4,1243,20,32,19,"60-75","Pay as you go","active",55,66.945,"non-CHURN"
34,"No Complains",33,6,16980,254,28,97,"15-30","contractual","active",25,901.53,"non-CHURN"
15,"No Complains",36,6,7870,132,299,50,"30-45","contractual","active",30,1516.08,"non-CHURN"
11,"No Complains",38,3,4623,98,30,45,"30-45","Pay as you go","active",30,308.84,"non-CHURN"
12,"Complains",37,0,2570,60,66,37,"45-60","Pay as you go","non-active",45,230.75,"CHURN"
15,"No Complains",38,3,3685,69,203,40,"15-30","Pay as you go","active",25,1082.43,"non-CHURN"
13,"No Complains",29,4,2220,52,221,28,"30-45","contractual","active",30,974.88,"non-CHURN"
13,"No Complains",28,3,2473,55,58,85,"60-75","Pay as you go","active",55,124.92,"non-CHURN"
20,"No Complains",29,0,1605,41,38,24,"30-45","Pay as you go","non-active",30,217.84,"non-CHURN"
9,"No Complains",28,0,1730,26,49,20,"45-60","Pay as you go","non-active",45,166.4,"non-CHURN"
19,"No Complains",27,3,2130,48,47,30,"15-30","Pay as you go","active",25,309.51,"non-CHURN"
11,"No Complains",27,3,4130,77,36,40,"30-45","Pay as you go","active",30,312.28,"non-CHURN"
11,"No Complains",20,3,2600,42,56,31,"30-45","Pay as you go","active",30,329.68,"non-CHURN"
25,"No Complains",19,4,7298,157,113,59,"15-30","contractual","active",25,843.975,"non-CHURN"
21,"No Complains",17,3,9838,187,101,57,"60-75","Pay as you go","active",55,301.875,"non-CHURN"
17,"No Complains",18,6,3758,61,59,36,"30-45","contractual","active",30,388.76,"non-CHURN"
11,"No Complains",11,4,5295,56,243,27,"30-45","contractual","active",30,1186.04,"non-CHURN"
12,"Complains",11,4,2393,35,28,24,"30-45","Pay as you go","active",30,209.12,"CHURN"
9,"No Complains",40,0,4075,67,7,4,"30-45","Pay as you go","active",30,193.68,"non-CHURN"
5,"No Complains",41,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,"non-CHURN"
11,"No Complains",39,0,2158,56,345,11,"30-45","Pay as you go","active",30,1468.56,"non-CHURN"
11,"No Complains",40,0,3903,62,7,22,"<15","Pay as you go","active",15,256.575,"non-CHURN"
5,"No Complains",40,0,2098,54,7,20,"15-30","Pay as you go","active",25,128.34,"non-CHURN"
12,"No Complains",40,0,3480,78,18,15,"30-45","Pay as you go","active",30,214.32,"non-CHURN"
5,"No Complains",40,0,2065,35,271,5,"30-45","Pay as you go","active",30,1168,"non-CHURN"
14,"No Complains",39,1,8820,117,130,30,"30-45","Pay as you go","active",30,877.48,"non-CHURN"
8,"No Complains",40,0,13478,165,7,31,"30-45","Pay as you go","active",30,573.72,"non-CHURN"
8,"No Complains",40,0,4220,79,7,12,"30-45","Pay as you go","active",30,199.96,"non-CHURN"
7,"No Complains",40,1,5623,91,7,17,"30-45","Pay as you go","active",30,256.56,"non-CHURN"
10,"No Complains",40,0,1943,50,7,4,"30-45","Pay as you go","non-active",30,107.72,"non-CHURN"
26,"No Complains",40,2,14845,221,40,19,"30-45","Pay as you go","active",30,762.64,"non-CHURN"
5,"No Complains",40,1,2800,23,469,9,"30-45","Pay as you go","active",30,1988.92,"non-CHURN"
10,"No Complains",39,0,15190,178,136,17,"15-30","Pay as you go","active",25,1303.56,"non-CHURN"
5,"No Complains",39,0,6205,82,172,13,"30-45","Pay as you go","active",30,939.48,"non-CHURN"
5,"No Complains",39,0,580,10,7,2,"15-30","Pay as you go","non-active",25,58.05,"non-CHURN"
5,"No Complains",40,0,415,10,7,2,"30-45","Pay as you go","non-active",30,45,"non-CHURN"
5,"No Complains",39,0,305,6,7,2,"15-30","Pay as you go","non-active",25,45.495,"CHURN"
5,"No Complains",39,0,7213,123,370,30,"30-45","Pay as you go","active",30,1773.44,"non-CHURN"
8,"No Complains",39,0,11170,150,7,34,"45-60","Pay as you go","active",45,300.5,"non-CHURN"
9,"No Complains",39,0,6423,71,94,24,"15-30","Pay as you go","active",25,715.23,"non-CHURN"
24,"No Complains",35,0,660,43,7,4,"30-45","Pay as you go","non-active",30,56.12,"CHURN"
22,"No Complains",38,7,10140,89,7,29,"60-75","Pay as you go","active",55,163.935,"non-CHURN"
14,"No Complains",38,0,5523,94,12,11,"15-30","Pay as you go","active",25,306.765,"CHURN"
5,"No Complains",36,1,2545,18,7,6,"30-45","Pay as you go","active",30,130.52,"non-CHURN"
10,"No Complains",37,0,2695,37,7,3,"30-45","Pay as you go","non-active",30,137.28,"CHURN"
10,"No Complains",38,0,1973,40,20,18,"30-45","Pay as you go","non-active",30,160.52,"CHURN"
5,"Complains",38,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,"CHURN"
5,"No Complains",38,1,1373,21,7,2,"45-60","Pay as you go","active",45,52.35,"non-CHURN"
5,"No Complains",35,0,6490,93,7,9,"60-75","Pay as you go","active",55,109.245,"non-CHURN"
5,"No Complains",38,0,305,6,7,2,"45-60","Pay as you go","non-active",45,25.275,"CHURN"
5,"No Complains",38,0,305,6,7,2,"60-75","Pay as you go","active",55,15.165,"non-CHURN"
26,"No Complains",33,2,15780,234,7,67,"15-30","Pay as you go","active",25,752.13,"non-CHURN"
7,"No Complains",36,2,6670,112,257,20,"30-45","contractual","active",30,1299.28,"non-CHURN"
5,"No Complains",38,0,3423,78,7,15,"30-45","Pay as you go","active",30,168.04,"non-CHURN"
5,"No Complains",37,0,1370,40,24,7,"30-45","Pay as you go","non-active",30,152.4,"non-CHURN"
7,"No Complains",38,0,2485,49,161,10,"15-30","Pay as you go","active",25,838.53,"non-CHURN"
5,"No Complains",29,1,1020,32,179,2,"30-45","contractual","active",30,758.08,"non-CHURN"
5,"No Complains",28,0,1273,35,16,55,"45-60","Pay as you go","active",45,72.7,"non-CHURN"
12,"No Complains",29,0,405,21,7,2,"30-45","Pay as you go","non-active",30,45.04,"non-CHURN"
5,"No Complains",28,0,305,6,7,2,"45-60","Pay as you go","non-active",45,25.275,"non-CHURN"
11,"No Complains",27,1,930,28,7,2,"15-30","Pay as you go","active",25,74.61,"non-CHURN"
5,"No Complains",27,0,2930,57,7,10,"30-45","Pay as you go","active",30,147.48,"non-CHURN"
5,"No Complains",20,1,1400,22,14,2,"15-30","Pay as you go","active",25,126.99,"non-CHURN"
17,"No Complains",19,0,6098,137,71,29,"15-30","contractual","active",25,600.075,"non-CHURN"
13,"No Complains",17,0,8638,167,59,27,"60-75","Pay as you go","active",55,220.575,"non-CHURN"
9,"No Complains",18,2,2558,41,17,6,"30-45","Pay as you go","active",30,171.96,"non-CHURN"
5,"No Complains",11,1,4095,36,201,25,"30-45","Pay as you go","active",30,969.24,"non-CHURN"
5,"Complains",11,1,1193,15,7,2,"30-45","Pay as you go","active",30,76.32,"CHURN"
13,"No Complains",41,2,4790,83,44,23,"30-45","Pay as you go","active",30,370.92,"non-CHURN"
5,"No Complains",42,0,738,17,46,10,"30-45","Pay as you go","non-active",30,214.2,"non-CHURN"
15,"No Complains",40,2,2873,72,398,30,"30-45","Pay as you go","active",30,1709.8,"non-CHURN"
15,"No Complains",41,2,4618,78,40,41,"<15","Pay as you go","active",15,478.28,"non-CHURN"
8,"No Complains",41,2,2813,70,41,39,"15-30","Pay as you go","active",25,314.235,"non-CHURN"
16,"No Complains",41,3,4195,94,71,34,"30-45","Pay as you go","active",30,455.56,"non-CHURN"
9,"No Complains",41,2,2780,51,324,24,"45-60","Pay as you go","active",45,880.775,"non-CHURN"
18,"No Complains",40,4,9535,133,183,49,"30-45","Pay as you go","active",30,1118.72,"non-CHURN"
12,"No Complains",41,2,14193,181,39,50,"30-45","Pay as you go","active",30,730.96,"non-CHURN"
12,"No Complains",41,3,4935,95,41,31,"45-60","Pay as you go","active",45,228.25,"non-CHURN"
11,"No Complains",41,2,6338,107,46,18,"30-45","Pay as you go","active",30,441.8,"non-CHURN"
14,"Complains",41,0,2658,66,47,23,"45-60","Pay as you go","non-active",45,185.6,"non-CHURN"
30,"No Complains",41,5,15560,237,93,38,"30-45","Pay as you go","active",30,1003.88,"non-CHURN"
9,"No Complains",41,3,3515,39,522,14,"45-60","Pay as you go","active",45,1393.85,"non-CHURN"
14,"No Complains",40,2,15905,194,189,36,"30-45","Pay as you go","active",30,1399.96,"non-CHURN"
8,"No Complains",40,3,6920,98,225,32,"45-60","Pay as you go","active",45,737.95,"non-CHURN"
5,"No Complains",40,0,1295,26,39,17,"30-45","Pay as you go","non-active",30,208.84,"non-CHURN"
7,"No Complains",41,0,1130,26,52,14,"30-45","Pay as you go","non-active",30,254.24,"non-CHURN"
5,"No Complains",40,0,420,12,39,6,"30-45","Pay as you go","non-active",30,173.28,"CHURN"
8,"No Complains",40,2,7928,139,423,49,"30-45","Pay as you go","active",30,2014.68,"non-CHURN"
12,"No Complains",40,3,11885,166,50,53,"45-60","Pay as you go","active",45,426.275,"non-CHURN"
13,"No Complains",40,3,7138,87,147,43,"30-45","Pay as you go","active",30,877,"non-CHURN"
28,"Complains",36,0,1375,59,55,23,"30-45","Pay as you go","non-active",30,277.36,"CHURN"
26,"No Complains",39,10,10855,105,40,48,"60-75","contractual","active",55,224.4,"non-CHURN"
18,"No Complains",39,3,6238,110,65,30,"30-45","Pay as you go","active",30,513.92,"non-CHURN"
6,"No Complains",37,2,3260,34,39,20,"45-60","Pay as you go","active",45,179.85,"non-CHURN"
14,"No Complains",38,0,3410,53,48,22,"30-45","Pay as you go","non-active",30,330.52,"CHURN"
14,"Complains",39,0,2688,56,73,37,"45-60","Pay as you go","non-active",45,251.1,"CHURN"
5,"No Complains",39,0,553,14,39,8,"30-45","Pay as you go","non-active",30,178.68,"CHURN"
6,"No Complains",39,2,2088,37,39,12,"45-60","Pay as you go","active",45,150.625,"non-CHURN"
8,"No Complains",36,3,7205,109,53,28,"60-75","Pay as you go","active",55,189.21,"non-CHURN"
5,"No Complains",39,0,1048,19,48,10,"45-60","Pay as you go","non-active",45,146.675,"CHURN"
5,"No Complains",39,3,758,16,43,8,"60-75","Pay as you go","active",55,76.11,"non-CHURN"
30,"No Complains",34,5,16495,250,39,86,"15-30","contractual","active",25,929.025,"non-CHURN"
11,"No Complains",37,5,7385,128,310,39,"30-45","contractual","active",30,1540.52,"non-CHURN"
7,"No Complains",39,2,4138,94,41,34,"30-45","Pay as you go","active",30,333.28,"non-CHURN"
8,"No Complains",38,0,2085,56,77,26,"45-60","Pay as you go","non-active",45,246.025,"non-CHURN"
11,"No Complains",39,2,3200,65,214,29,"30-45","Pay as you go","active",30,986.6,"non-CHURN"
9,"No Complains",30,3,1735,48,232,17,"30-45","contractual","active",30,999.32,"non-CHURN"
9,"No Complains",29,2,1988,51,69,74,"60-75","Pay as you go","active",55,134.085,"non-CHURN"
16,"No Complains",30,0,1120,37,49,13,"30-45","Pay as you go","non-active",30,242.28,"non-CHURN"
5,"No Complains",29,0,1245,22,60,9,"45-60","Pay as you go","non-active",45,181.675,"non-CHURN"
15,"No Complains",28,2,1645,44,58,19,"15-30","Pay as you go","active",25,337.005,"non-CHURN"
7,"No Complains",28,2,3645,73,47,29,"45-60","Pay as you go","active",45,210.45,"non-CHURN"
7,"No Complains",21,2,2115,38,67,20,"30-45","Pay as you go","active",30,354.12,"non-CHURN"
21,"No Complains",20,3,6813,153,124,48,"15-30","contractual","active",25,871.47,"non-CHURN"
17,"No Complains",18,2,9353,183,112,46,"60-75","Pay as you go","active",55,311.04,"non-CHURN"
13,"No Complains",19,5,3273,57,70,25,"45-60","Pay as you go","active",45,258.25,"non-CHURN"
7,"No Complains",12,3,4810,52,254,16,"30-45","Pay as you go","active",30,1210.48,"non-CHURN"
8,"Complains",12,3,1908,31,39,13,"30-45","Pay as you go","active",30,233.56,"CHURN"
13,"No Complains",39,0,4560,71,7,15,"15-30","Pay as you go","active",25,239.895,"non-CHURN"
5,"No Complains",40,0,305,6,7,2,"15-30","Pay as you go","non-active",25,45.495,"non-CHURN"
